cross_year,group_id,f,gen_id
2008,-1049,0.0,100021
2008,-1051,0.0,100022
2008,-1053,0.0,100031
2008,-1055,0.0,100032
2008,-1057,0.0,100041
2008,-1059,0.0,100042
2008,-1061,0.0,100051
2008,-1063,0.0,100052
2008,-1065,0.0,100071
2008,-1067,0.0,100072
2008,-1069,0.0,100081
2008,-1071,0.0,100082
2008,-1073,0.0,100091
2008,-1075,0.0,100092
2008,-1077,0.0,100101
2008,-1079,0.0,100102
2008,-1081,0.0,100121
2008,-1083,0.0,100122
2008,-1085,0.0,100141
2008,-1087,0.0,100142
2008,-1089,0.0,100151
2008,-1091,0.0,100152
2008,-1093,0.0,100161
2008,-1095,0.0,100162
2008,-1097,0.0,100171
2008,-1099,0.0,100172
2008,-1101,0.0,100181
2008,-1103,0.0,100182
2008,-1105,0.0,100191
2008,-1107,0.0,100192
2008,-1109,0.0,100201
2008,-1111,0.0,100202
2008,-1113,0.0,100211
2008,-1115,0.0,100212
2008,-1117,0.0,100221
2008,-1119,0.0,100222
2008,-1121,0.0,100231
2008,-1123,0.0,100232
2008,-1125,0.0,100251
2008,-1127,0.0,100252
2008,-1129,0.0,100261
2008,-1131,0.0,100262
2008,-1133,0.0,100281
2008,-1135,0.0,100282
2008,-1137,0.0,100291
2008,-1139,0.0,100292
2008,-1141,0.0,100301
2008,-1143,0.0,100302
2008,-1145,0.0,100311
2008,-1147,0.0,100312
2008,-1149,0.0,100321
2008,-1151,0.0,100322
2008,-1153,0.0,100341
2008,-1155,0.0,100342
2008,-1157,0.0,100351
2008,-1159,0.0,100352
2008,-1161,0.0,100361
2008,-1163,0.0,100362
2008,-1165,0.0,100371
2008,-1167,0.0,100372
2008,-1169,0.0,100381
2008,-1171,0.0,100382
2008,-1173,0.0,100391
2008,-1175,0.0,100392
2008,-1177,0.0,100401
2008,-1179,0.0,100402
2008,-1181,0.0,100411
2008,-1183,0.0,100412
2008,-1185,0.0,100421
2008,-1187,0.0,100422
2008,-1189,0.0,100431
2008,-1191,0.0,100432
2008,-1193,0.0,100441
2008,-1195,0.0,100442
2008,-1197,0.0,100451
2008,-1199,0.0,100452
2008,-1201,0.0,100461
2008,-1203,0.0,100462
2008,-1205,0.0,100471
2008,-1207,0.0,100472
2008,-1209,0.0,100491
2008,-1211,0.0,100492
2008,-1213,0.0,100501
2008,-1215,0.0,100502
2008,-1217,0.0,100511
2008,-1219,0.0,100512
2008,-1221,0.0,100521
2008,-1223,0.0,100522
2008,-1225,0.0,100541
2008,-1227,0.0,100542
2008,-1229,0.0,100551
2008,-1231,0.0,100552
2008,-1233,0.0,100561
2008,-1235,0.0,100562
2008,-1237,0.0,100571
2008,-1239,0.0,100572
2008,-1241,0.0,100581
2008,-1243,0.0,100582
2008,-1245,0.0,100591
2008,-1247,0.0,100592
2008,-1249,0.0,100601
2008,-1251,0.0,100602
2008,-1253,0.0,100611
2008,-1255,0.0,100612
2008,-1257,0.0,100621
2008,-1259,0.0,100622
2008,-1261,0.0,100631
2008,-1263,0.0,100632
2008,-1265,0.0,100641
2008,-1267,0.0,100642
2008,-1269,0.0,100651
2008,-1271,0.0,100652
2008,-1273,0.0,100661
2008,-1275,0.0,100662
2008,-1277,0.0,100671
2008,-1279,0.0,100672
2008,-1281,0.0,100681
2008,-1283,0.0,100682
2008,-1285,0.0,100691
2008,-1287,0.0,100692
2008,-1289,0.0,100701
2008,-1291,0.0,100702
2008,-1293,0.0,100711
2008,-1295,0.0,100712
2008,-1297,0.0,100721
2008,-1299,0.0,100722
2008,-1301,0.0,100731
2008,-1303,0.0,100732
2008,-1305,0.0,100741
2008,-1307,0.0,100742
2008,-1309,0.0,100751
2008,-1311,0.0,100752
2008,-1313,0.0,100761
2008,-1315,0.0,100762
2008,-1317,0.0,100771
2008,-1319,0.0,100772
2008,-1321,0.0,100781
2008,-1323,0.0,100782
2008,-1325,0.0,100791
2008,-1327,0.0,100792
2008,-1329,0.0,100801
2008,-1331,0.0,100802
2008,-1333,0.0,100831
2008,-1335,0.0,100832
2008,-1337,0.0,100841
2008,-1339,0.0,100842
2008,-1341,0.0,100851
2008,-1343,0.0,100852
2008,-1345,0.0,100861
2008,-1347,0.0,100862
2008,-1349,0.0,100871
2008,-1351,0.0,100872
2008,-1353,0.0,100881
2008,-1355,0.0,100882
2008,-1357,0.0,100891
2008,-1359,0.0,100892
2008,-1361,0.0,100901
2008,-1363,0.0,100902
2008,-1365,0.0,100911
2008,-1367,0.0,100912
2008,-1369,0.0,100921
2008,-1371,0.0,100922
2008,-1373,0.0,100931
2008,-1375,0.0,100932
2008,-1377,0.0,100941
2008,-1379,0.0,100942
2008,-1381,0.0,100951
2008,-1383,0.0,100952
2008,-1385,0.0,100961
2008,-1387,0.0,100962
2008,-1389,0.0,100971
2008,-1391,0.0,100972
2008,-1393,0.0,100981
2008,-1395,0.0,100982
2008,-1397,0.0,100991
2008,-1399,0.0,100992
2008,-1401,0.0,101001
2008,-1403,0.0,101002
2008,-1405,0.0,101011
2008,-1407,0.0,101012
2008,-1409,0.0,101021
2008,-1411,0.0,101022
2008,-1413,0.0,101031
2008,-1415,0.0,101032
2008,-1417,0.0,101041
2008,-1419,0.0,101042
2008,-1421,0.0,101051
2008,-1423,0.0,101052
2008,-1425,0.0,101061
2008,-1427,0.0,101062
2008,-1429,0.0,101071
2008,-1431,0.0,101072
2008,-1433,0.0,101081
2008,-1435,0.0,101082
2008,-1437,0.0,101101
2008,-1439,0.0,101102
2008,-1441,0.0,101111
2008,-1443,0.0,101112
2008,-1445,0.0,101121
2008,-1447,0.0,101122
2008,-1449,0.0,101151
2008,-1451,0.0,101152
2008,-1453,0.0,101161
2008,-1455,0.0,101162
2008,-1457,0.0,101171
2008,-1459,0.0,101172
2008,-1461,0.0,101181
2008,-1463,0.0,101182
2008,-1465,0.0,101191
2008,-1467,0.0,101192
2008,-1469,0.0,101211
2008,-1471,0.0,101212
2008,-1473,0.0,101221
2008,-1475,0.0,101222
2008,-1477,0.0,101231
2008,-1479,0.0,101232
2008,-1481,0.0,101241
2008,-1483,0.0,101242
2008,-1485,0.0,101251
2008,-1487,0.0,101252
2008,-1489,0.0,101271
2008,-1491,0.0,101272
2008,-1493,0.0,101291
2008,-1495,0.0,101292
2008,-1497,0.0,101301
2008,-1499,0.0,101302
2008,-1501,0.0,101311
2008,-1503,0.0,101312
2008,-1505,0.0,101321
2008,-1507,0.0,101322
2008,-1509,0.0,101341
2008,-1511,0.0,101342
2008,-1513,0.0,101351
2008,-1515,0.0,101352
2008,-1517,0.0,101361
2008,-1519,0.0,101362
2008,-1521,0.0,101371
2008,-1523,0.0,101372
2008,-1525,0.0,101381
2008,-1527,0.0,101382
2008,-1529,0.0,101401
2008,-1531,0.0,101402
2008,-1533,0.0,101411
2008,-1535,0.0,101412
2008,-1537,0.0,101431
2008,-1539,0.0,101432
2008,-1541,0.0,101441
2008,-1543,0.0,101442
2008,-1545,0.0,101451
2008,-1547,0.0,101452
2008,-1549,0.0,101461
2008,-1551,0.0,101462
2008,-1553,0.0,101471
2008,-1555,0.0,101472
2008,-1557,0.0,101481
2008,-1559,0.0,101482
2008,-1561,0.0,101491
2008,-1563,0.0,101492
2008,-1565,0.0,101501
2008,-1567,0.0,101502
2008,-1569,0.0,101511
2008,-1571,0.0,101512
2008,-1573,0.0,101521
2008,-1575,0.0,101522
2008,-1577,0.0,101531
2008,-1579,0.0,101532
2008,-1581,0.0,101601
2008,-1583,0.0,101602
2008,-1585,0.0,101611
2008,-1587,0.0,101612
2008,-1589,0.0,101631
2008,-1591,0.0,101632
2008,-1593,0.0,101641
2008,-1595,0.0,101642
2008,-1597,0.0,101651
2008,-1599,0.0,101652
2008,-1601,0.0,101661
2008,-1603,0.0,101662
2008,-1605,0.0,102041
2008,-1607,0.0,102042
2008,-1609,0.0,102061
2008,-1611,0.0,102062
2008,-1613,0.0,102091
2008,-1615,0.0,102092
2008,-1617,0.0,102101
2008,-1619,0.0,102102
2008,-1621,0.0,102121
2008,-1623,0.0,102122
2008,-1625,0.0,102131
2008,-1627,0.0,102132
2008,-1629,0.0,102141
2008,-1631,0.0,102142
2008,-1633,0.0,102171
2008,-1635,0.0,102172
2008,-1637,0.0,102221
2008,-1639,0.0,102222
2008,-1641,0.0,102231
2008,-1643,0.0,102232
2008,-1645,0.0,102301
2008,-1647,0.0,102302
2008,-1649,0.0,102311
2008,-1651,0.0,102312
2008,-1653,0.0,102321
2008,-1655,0.0,102322
2008,-1657,0.0,102331
2008,-1659,0.0,102332
2008,-1661,0.0,102351
2008,-1663,0.0,102352
2008,-1665,0.0,102451
2008,-1667,0.0,102452
2008,-1669,0.0,102461
2008,-1671,0.0,102462
2008,-1673,0.0,102471
2008,-1675,0.0,102472
2008,-1677,0.0,102481
2008,-1679,0.0,102482
2008,-1681,0.0,102491
2008,-1683,0.0,102492
2008,-1685,0.0,102501
2008,-1687,0.0,102502
2008,-1689,0.0,102511
2008,-1691,0.0,102512
2008,-1693,0.0,102521
2008,-1695,0.0,102522
2008,-1697,0.0,102541
2008,-1699,0.0,102542
2008,-1701,0.0,102551
2008,-1703,0.0,102552
2009,-1,0.0,200011
2009,3,0.0,200012
2009,-3,0.0,200021
2009,104,0.0,200022
2009,2,0.0,200031
2009,7,0.0,200032
2009,161,0.0,200041
2009,166,0.0,200042
2009,26,0.0,200051
2009,124,0.0,200052
2009,-5,0.0,200061
2009,138,0.0,200062
2009,43,0.0,200071
2009,93,0.0,200072
2009,2,0.0,200081
2009,134,0.0,200082
2009,8,0.0,200091
2009,35,0.0,200092
2009,-7,0.0,200101
2009,107,0.0,200102
2009,39,0.0,200111
2009,-9,0.0,200112
2009,30,0.0,200121
2009,-11,0.0,200122
2009,39,0.0,200141
2009,-13,0.0,200142
2009,93,0.0,200151
2009,-15,0.0,200152
2009,115,0.0,200161
2009,-17,0.0,200162
2009,12,0.0,200171
2009,86,0.0,200172
2009,7,0.0,200181
2009,3,0.0,200182
2009,-19,0.0,200201
2009,87,0.0,200202
2009,30,0.0,200231
2009,-21,0.0,200232
2009,-23,0.0,200241
2009,-25,0.0,200242
2009,-27,0.0,200251
2009,235,0.0,200252
2009,-29,0.0,200261
2009,89,0.0,200262
2009,8,0.0,200291
2009,122,0.0,200292
2009,18,0.0,200301
2009,151,0.0,200302
2009,166,0.0,200311
2009,62,0.0,200312
2009,15,0.0,200321
2009,-31,0.0,200322
2009,251,0.0,200341
2009,77,0.0,200342
2009,-33,0.0,200351
2009,161,0.0,200352
2009,86,0.0,200361
2009,116,0.0,200362
2009,16,0.0,200371
2009,110,0.0,200372
2009,30,0.0,200381
2009,19,0.0,200382
2009,8,0.0,200401
2009,78,0.0,200402
2009,30,0.0,200411
2009,115,0.0,200412
2009,-35,0.0,200431
2009,150,0.0,200432
2009,37,0.0,200451
2009,34,0.0,200452
2009,111,0.0,200471
2009,147,0.0,200472
2009,8,0.0,200491
