1,WILD,WILD
2,WILD,WILD
3,WILD,WILD
4,WILD,WILD
5,WILD,WILD
6,WILD,WILD
7,WILD,WILD
8,WILD,WILD
9,WILD,WILD
10,WILD,WILD
11,WILD,WILD
12,WILD,WILD
13,WILD,WILD
14,WILD,WILD
15,WILD,WILD
16,WILD,WILD
17,WILD,WILD
18,WILD,WILD
19,WILD,WILD
20,WILD,WILD
21,WILD,WILD
22,WILD,WILD
23,WILD,WILD
24,WILD,WILD
25,WILD,WILD
26,WILD,WILD
27,WILD,WILD
28,WILD,WILD
29,WILD,WILD
30,WILD,WILD
31,WILD,WILD
32,WILD,WILD
33,WILD,WILD
34,WILD,WILD
35,WILD,WILD
36,WILD,WILD
37,WILD,WILD
38,WILD,WILD
39,WILD,WILD
40,WILD,WILD
41,WILD,WILD
42,WILD,WILD
43,WILD,WILD
44,WILD,WILD
45,WILD,WILD
46,WILD,WILD
47,WILD,WILD
48,WILD,WILD
49,WILD,WILD
50,WILD,WILD
51,WILD,WILD
52,WILD,WILD
53,WILD,WILD
54,WILD,WILD
55,WILD,WILD
56,WILD,WILD
57,WILD,WILD
58,WILD,WILD
59,WILD,WILD
60,WILD,WILD
61,WILD,WILD
62,WILD,WILD
63,WILD,WILD
64,WILD,WILD
65,WILD,WILD
66,WILD,WILD
67,WILD,WILD
68,WILD,WILD
69,WILD,WILD
70,WILD,WILD
71,WILD,WILD
72,WILD,WILD
73,WILD,WILD
74,WILD,WILD
75,WILD,WILD
76,WILD,WILD
77,WILD,WILD
78,WILD,WILD
79,WILD,WILD
80,WILD,WILD
81,WILD,WILD
82,WILD,WILD
83,WILD,WILD
84,WILD,WILD
85,WILD,WILD
86,WILD,WILD
87,WILD,WILD
88,WILD,WILD
89,WILD,WILD
90,WILD,WILD
91,WILD,WILD
92,WILD,WILD
93,WILD,WILD
94,WILD,WILD
95,WILD,WILD
96,WILD,WILD
97,WILD,WILD
98,WILD,WILD
99,WILD,WILD
100,WILD,WILD
101,WILD,WILD
102,WILD,WILD
103,WILD,WILD
104,WILD,WILD
105,WILD,WILD
106,WILD,WILD
107,WILD,WILD
108,WILD,WILD
109,WILD,WILD
110,WILD,WILD
111,WILD,WILD
112,WILD,WILD
113,WILD,WILD
114,WILD,WILD
115,WILD,WILD
116,WILD,WILD
117,WILD,WILD
118,WILD,WILD
119,WILD,WILD
120,WILD,WILD
121,WILD,WILD
122,WILD,WILD
123,WILD,WILD
124,WILD,WILD
125,WILD,WILD
126,WILD,WILD
127,WILD,WILD
128,WILD,WILD
129,WILD,WILD
130,WILD,WILD
131,WILD,WILD
132,WILD,WILD
